Video_ID,Views,Likes,Dislikes
nMq_5BwY5y8,437165,5984,66
nMWHBUTHmf0,614485,3830,145
nKpxUWad2Xg,307842,3711,90
nIgeVoVMv90,1822583,6220,742
nIArUcwUxZ0,74316,2416,65
nDmqTY67Q-Q,15472,355,684
nD0Sa0gl5dg,182628,1425,43
nBzIFQY95DE,180307,5216,174
nBO4F9TCp48,35559,308,12
nANk1t-yWrI,33921,664,53
n9cThUbjnrc,42550,439,21
n9WIReSXpks,58050,1008,28
n9Rs15Fjwo4,90774,1437,65
n8k0t5fQnc4,328899,552,70
n8gJ81M39Ig,364353,8784,38
n83s6NO1NE0,5029389,120986,1438
n77quSYsyFA,599483,1344,526
n68tHnKe0t8,101660,741,37
n59tgVPvhW4,544475,8064,104
n3tJEDhL9ho,32608,755,114
n3Vuwop3MGA,487771,1923,86
n3IzgYrOJ88,506156,2404,225
n3AdLDU0nC8,8745,200,50
n24sB8Xfu54,442801,8587,132
n1UJgrNRcvI,2211252,19626,332
n0Pooa6SnE4,40449,539,77
n0HF8TAKT7w,35572,331,919
n--DbvvwYTo,103393,672,30
mzfKrjV-Yyg,163886,3702,126
mu4AbTGTDBw,49340,1212,89
ms8OdjWJRPY,314598,1706,661
mnuZiwP7CWM,15785,55,7
mntZKXXSE04,905993,13076,702
mnn17Ln4-W8,28714,498,24
mn_mdZaElVA,2880074,46289,637
mnZeRCrMRFg,389327,2226,98
mmyNUPvEF5M,1263482,9113,575
mmGjLkAFkbc,23638,777,156
mlhkBqQDhh0,98131,1390,25
mkt2U9_Ha98,478578,1908,35
mknz1JY9dWM,581157,10176,145
mkSLXNVPcRc,278046,2495,110
mjYM6ILC1z8,531945,23427,380
mjQxOBrHuWc,156071,2356,619
mjLWuzGVyew,4376685,42732,54500
miqZdXm3-AY,34846,698,44
miWnpF1qJXg,68395,886,40
mgEPJ8DbIYI,969997,1264,1929
mfA4w7qy0pA,292557,9343,74
me7GvzZJSkc,766846,35560,773
mdP5LUS29mg,26224,793,27
mdMtnvMJcDA,2452616,29279,413
mbB3noOrDH0,102811,3322,355
mae5G98zsv4,939179,44548,219
ma8te7ywEio,2890745,14140,719
m_he2unGuIw,150673,2291,97
mXtAd2aB9sg,299795,16774,257
mWPbC9Fp-yk,495348,5229,103
mVzIIopBKxk,350584,8277,175
mTtbg9poe_w,3475815,135553,687
mTLc_RzqaJc,6691299,195019,2052
mSvFqxBLGbs,116439,2231,32
mRLt2xBpQbQ,461424,1397,119
mMbaQbNIJso,15115,388,138
mJSViC_Sx20,581807,16560,284
mGwiTRVNlhI,230101,7965,125
mFGl2mOLq1I,68082,357,8
mFBXphsHqV0,12645,201,20
mE_Oah0RxQE,360746,7932,88
mCUEaHqFxAU,1498055,22456,348
mAEZYPCtp-w,72326,831,26
m9Y0zUPFNVk,282278,5963,92
m8n2SAufOMM,351720,17901,160
m8hWlktFCpA,395356,4268,434
m7hgXRJBQFI,82438,1497,525
m75fMLlR-6g,23878,250,38
m6fseZL2uwM,249980,2958,442
m43Ag-dvvYs,1567,50,17
m3tkFOtM6go,4138664,27697,2532
m3hc85bitFQ,175188,1355,45
m36QeKOJ2Fc,1364587,9053,588
m0mU87qNCAw,6244628,225116,1655
m-vomGsKFMA,44308,772,296
lyhVRTo584E,94972,2064,69
lwL7_VpqFOs,57653,552,112
lul21ldU_pI,343419,2900,200
ltrU6t_95eE,99955,1971,136
lsZ8hDutkeM,217319,1690,64
lsKUkHaLrbw,113483,687,75
lo9ziUuLXFE,578004,14604,493
llySwgYmDmY,48953,731,33
llFC9J50Kf8,148145,1387,768
ljEykneFpSs,59950,1182,100
lh08URa9urU,24088,200,29
lfpYR-_MsJw,37113,913,397
lfP1fdt-4lA,35144,69,21
lcuETTRIBnI,57534,576,21
lcqN3S8RbhI,178739,3735,125
lci71HjGvaM,618467,2568,74
lcEG3IQ6vYs,64470,199,25
lc1GGHBNa2M,489392,6168,75
lbIVCLXduto,130331,402,108
lai4OEBOhJw,3695449,90247,542
lZKqMVPlDg8,9500949,206548,3593
lZ1fKYmF4qU,19440,330,46
lYtmxZ1f_gk,342932,2577,136
lXiSr8I39fM,176906,2095,113
lWbOK7dh-PM,251271,3329,159
lW9BLmjzi_4,120827,296,43
lVNJ4qq7Trg,14768,150,37
lTrCpkJwckY,96655,1208,164
lTeDtOlH-40,1085264,37439,347
lSDiwQlV59w,79272,1341,168
lRE82PNbVVk,37055,876,34
lQiqX7AcBfk,92388,602,262
lQ2pUCc_OAQ,61578,1385,58
lNdtoQ_Z1pI,50013,531,43
lMZyZ63FP1A,104981,790,22
lLvzvgwaVWM,411307,2358,372
lLp7Tozm-ZM,830938,14507,169
lLlWl6xpjCI,22915,434,58
lLTT8ogRf50,310119,2057,43
lKaGkUHFVcg,1060,22,16
lKOn4saO-tU,95202,479,222
lJxMtQMhVJU,63965,105,36
lJ3_biTbeRM,2298533,16773,1241
lFlQHUN9duQ,647202,4097,177
lBoXmf0PW1I,3193170,103731,2113
l9iRz3HbdHk,265836,5103,50
l9S8uJAT8Wk,48104,588,123
l8W1yvrPA-U,266796,3021,104
l88tkhzVMa0,317835,707,56
l58wi4dx7RM,77200,681,26
l4eEcf0Pauo,640870,6007,92
l4VPEPOxHws,75049,411,20
l4Qggh6F33c,206008,12029,240
l4PnlFe0OkA,26661,827,46
l1Y6OgGLuw8,46687,392,19
l0Eisn1hBjE,55546,854,11
l-gsppRWlb8,54417,1239,40
kzby3KOQ5AM,288029,3128,185
kz32KVRZtvQ,295662,8140,1266
kxuPZOCFCd0,77904,1510,68
kxIua1MXhgo,3281689,32662,3162
kwsDCkBJMkU,31613,386,67
kw2a4JNzCnU,182415,1597,226
kvvWB0GwCek,3778354,57290,3362
ktr1a2p36Cw,67570,608,77
ktTurs7leRo,2539761,100046,498
krfcq5pF8u8,142301,3154,140
kqiDy4vfwZw,1383561,60742,489
koV0SNPwrcQ,174191,4404,79
km7gv28_uX0,1089713,18791,231
kiY3llp4pqg,4678,33,13
khSO7qEKbvo,314530,2180,94
kgYzS98cPNI,61635,111,6
kgTGtVWBMpo,33913,644,89
kg5uqDh00H4,560006,10567,223
kfqujpo-pIs,267634,1528,42
kf_Bdr12XVw,20327,114,2
ketmFSdlKqI,416030,14289,102
kdht_LMDQv8,982841,5259,130
kcN-YjO6JE0,95478,1207,87
kafBgUxBveg,16976,191,35
kaSvGVhtszo,197360,6021,45
ka-8KJOtFBk,520663,30379,303
k_v3Wex0JQA,411215,26443,123
kYYINJM3lPA,222285,1173,270
kWOLvq1xENI,123826,688,240
kTAYqsT05Dc,755650,1760,172
kQzP2ul6l4c,224056,4122,221
kQJQ3i9HafY,560010,25413,621
kPPcmOV2S-U,1956265,26419,649
kOM4g4Y300I,111771,529,48
kNcpS0Oq_Wk,389701,313,250
kMGLynxlHHU,91581,1145,259
kM4OPbDIpwc,362034,1286,43
kL9wtPGop7o,402639,4037,177
kK3c1zXnQgU,829710,4276,217
kJ3tMPVvE6w,1749789,7002,435
kGwV-gsTcE4,32154,262,72
kGGNNSmGDpU,7186796,42171,863
kFGZ-2S6HVU,59891,883,82
kB15UFO5ebA,2450170,29098,712
kA25IVAo3QQ,52587,1095,189
k9zSSgmv9wk,141705,306,21
k9QdgRTZ_7o,215837,3944,208
k8WYiLfnWXs,204492,4197,109
k8Nfw75QASU,82925,967,710
k86KDFh_q6E,3839906,61317,2695
k81sIA71vgw,296885,1968,272
k5TQidx2WkI,1735519,50867,438
k4vQugCOIY4,243167,1087,149
k4XL6ybNOuM,183989,4103,148
k15O_eBfUuk,1814897,17323,262
k-tILBxRiQ4,529749,3223,311
k-HluiLrsvw,204954,9603,112
k-3zSAJjFzc,18086,503,77
jzVYRST0h3Q,1017029,23448,496
jyWA6ZglikQ,194838,3133,337
jxyXAXxRhKs,790787,9361,287
jwz5SLNxdiM,141843,2408,48
jwrr6aIWeus,1840958,17147,551
jwrqNI0Y8Jk,595019,14114,167
jv_XC-vkSuQ,1014412,20162,863
jv-fI6bSClc,221703,2595,85
juER5CynBtw,161943,4749,74
juD6yx-vpWc,403739,1972,567
jrxBaaINseI,2395347,8854,822
jrLhP5sK2wI,4318248,107461,1677
jrLEOhOfEOk,314104,4689,270
jqgzIxFx4EM,76273,2826,15
jqH7612swtU,310399,7076,236
jpiVx2mQhKI,179558,1771,90
jpXlCo8DPwg,47643,755,8
jpL4Z94VBNI,181230,4676,203
jpKS64Wbaac,101257,175,68
joe2vkRdBjw,52835,2354,43
jo4aAVjuh2o,31177,720,12
jnn8YavmcTo,91619,2087,40
jm0rR2ayxWU,2266,71,8
jlyavNZcImI,104478,1807,101
jlQrPRjHUKQ,451710,8030,686
jkJikElflkA,237422,979,945
jk8F4DBYKOA,13019,352,593
jj_QxVeUuZQ,46882,503,31
jjSC-ORvANo,87307,2403,122
jj0MhHpdb-0,9647,169,29
jir7pJcjy3w,5190609,123053,1245
jidafAJX25k,987697,19981,604
jhpSfsKy7PU,47980,2254,36
jgwjJQ8PmsA,73425,1845,14
jgrB8lH3wjU,12311,137,6
jfVmNGUA-eo,458974,9608,443
jee5JZjxkdg,403563,2991,238
jeKN4Tcnt_E,31231,243,201
jdqInX6nEpM,288290,1259,49
jb8HQqqM1JM,544337,24364,193
jZry60x6RR4,50552,694,19
jZEAkHPPFUk,2004,37,35
jYf585k2gPs,124501,784,44
jV-JSEuCB0g,179130,7304,79
jSoLtdngKJg,1133568,32242,260
jRHUqb-UYEo,8847,104,63
jQswhwO1kLs,34433,533,43
jQFvi4mvt8s,256676,1862,95
jQ7OOzf96gg,104863,2603,87
jOsAL_uRt5o,1120943,23103,432
jOWDuI6au3w,184493,1894,63
jNuKwlKJx2E,2605637,30803,941
jNFh1pKx-bg,60226,401,350
jN0WgbAwRiw,12286,55,22
jMjMp1LDEw0,198875,2482,33
jMIRL7AlwQ4,124705,283,64
jICKyVN5cIA,26547,269,98
jH2Td_JbCyw,117495,767,197
jGmWHVXJqTs,1130657,7435,229
jFprsh-xeCA,35253,384,98
jFlAUmO2Ttw,322463,13124,79
jFhJjCmYi1M,3010392,12224,680
jEVA3SGCNl8,61306,1353,2763
jE1wgQTV12M,2745,84,4
jDiYGjp5iFg,4064191,20382,444
jBQr7th2KD4,124734,1453,185
jAy6NJ_D5vU,8878569,38099,1178
jASAxU0Uqk4,769429,18697,331
j9o99a294ek,110515,4478,76
j9nca9cktCI,926654,28877,451
j8xG9DWwTPM,83079,1358,28
j8ODqYlc66o,35909,285,35
j73-IvTvNN0,1219649,14177,178
j588qwxJTSQ,50748,389,19
j12pk-IE3D0,1946095,3076,947
j0Ec8uWZrgA,273224,5809,141
izCc4duhnxA,79966,2457,31
iwrK1Mqao34,790099,44,4
is4vpTmmcmQ,1814459,87671,785
iqX-wNCdUns,54323,1027,31
iqFqxyfRLMM,37536,352,13
ip6Uzk-sDpE,12122,157,19
ikrLvWcBkG0,135846,133,10
ikogYVL1wvU,1174135,49444,349
ihN7DR1Ce6g,245732,4187,844
ifpdZsZRFyc,46785,1354,51
ifG60XP8M3o,165280,1544,64
ieqemSsMxek,1895717,25795,743
ieeZ0mviFKc,146967,3025,198
ieHh4U-QYwU,3278579,42693,1862
ie8v-dGK8rI,213895,1289,107
idu_LCBxjQo,205627,2451,184
iclr8nQXltY,37073,1026,2
icBX7hJjQxc,15625,615,98
iagV1y8qqLI,31901,333,48
iaEtSg9ZHn8,17180,182,31
iZ9jSzU4IeU,105462,790,513
iYDdPNmIn4U,65368,372,33
iX8GxLP1FHo,3431205,50158,1456
iVUQ67fbOjI,97296,211,21
iUn7ykvNYfw,29659,324,27
iUPUeL2bjFA,587185,13310,392
iUBVGux04s8,36329,349,31
iTVHXK27cso,39672,263,9
iT1c9gH2b1I,194186,1619,530
iSYR-2myTIQ,90688,1184,23
iPn4wdbubCg,33634,418,40
iLvwuRGzJIA,4494159,170233,896
iLseqlMcGWY,20527,58,21
iLMpJvzpGF8,55092,873,55
iKpKAlbJ7BQ,8039219,31954,1225
iKOpvm7BcOo,1058368,3070,272
iIMrFnl5NiA,3373936,57647,772
iHBcWHY9lN4,4780698,95146,1346
iFN4GhrdfFw,16923,107,129
iD-cFgDDuqM,2573444,34466,2395
iAI2Z5PqCLw,161462,2707,65
iA6_BtMmwaE,283743,422,152
i9Q_1jJYmaU,32872,408,49
i8lp_eI78ZM,509803,8848,127
i8POqKLwqYY,44003,403,80
i6qlPeS1kGY,1507286,13057,2091
i6po8dWuvCI,158532,2887,47
i5g_UPZlUmY,9534,23,3
i4nPvdFeEJs,3151469,115802,1369
i28Ff20XDEw,90546,5,3
i1iNZ4XukhE,108416,615,360
i1eJMig5Ik4,2752188,14986,666
i18mjui9NXQ,147098,5600,205
i0oCFYYqavU,513768,10709,229
i-99BoYyUoI,794981,7625,438
hyYHhUXjXKM,979333,23975,284
hxYyB9QfeVU,156185,314,23
hveXVs9u2Iw,119599,2233,504
hvK0iUS5bR4,61533,618,8
huh4jhJvlpg,99097,1050,25
hu8XfHD3k0A,292001,2019,320
hu0g5Aefup8,137188,278,47
htgcz87-Wqk,1197052,3692,467
hqFHAnkSP2U,47096,168,35
hpfOCDhlXY8,75891,500,89
hnuchN4gmNY,8966,310,29
hnuSF_hjTLo,195457,2680,1081
hjnkZKtQ7lc,245872,1313,67
hjhMsIGPfBU,29490,521,58
hjUfVekEIag,25414,573,35
hizsUDrMejk,39994,174,29
hifvjuwsqK8,318091,8675,287
hhVSkRW3h10,78033,563,5
hhJJsH2umek,60397,1664,39
hg_7yE6Mc60,413006,15046,326
hfBjryiZDmE,160290,3866,131
he3DPldzW8I,587845,3064,273
hd6FVNRTb_g,216825,3098,156
hbdv_6Dx5uE,57382,407,73
hbdp2jJPvCg,176377,2587,41
hadZIa-R3fw,452564,6650,827
hZO1oHqEy_o,3564,85,109
hYZLxj1cyf0,39675,824,1712
hYY_GOu79IE,57541,720,44
hY9h5o0G_OE,1210499,18681,1272
hWiiILx7Uj0,21640,587,32
hTmPUQ5sDpw,71645,712,12
hSct-N7bQ3g,4754,39,5
hS4HvwAx8to,57506,849,402
hP8dLUxBfsU,75593,1721,430
hOiWSWLt-NA,2935419,24186,692
hNHnyT967Yk,72848,1928,378
hLwcFvisQU8,77972,1604,271
hIUPNDCBNjc,55686,69,18
hIMJ0_S-x40,3112786,39661,773
hHlOqD9weuI,52954,2022,100
hH2gssAZh7I,5887,54,4
hFfmYait6IY,377826,1236,167
hFNvc3WiZYw,229990,2629,55
hDKSo-_wGIQ,2052,13,0
hCl3gtNIFQw,85762,1661,874
hCQ9y6ivpdQ,199977,2322,222
hBz7e6E_ttI,41109,135,11
hBOlhdSYhv8,715592,7981,209
hBLS_OM6Puk,4443199,32443,1547
hBJhiBrAMa4,116157,412,78
hA1Hhs0gZI8,422317,12146,56
h9nrBkQ2YBo,1952972,7771,581
h98p960B8Ac,65842,1293,240
h8NTm8yb4WI,25715,564,30
h7zIHFW_oO8,16160,127,16
h7y4L4CjOfI,30683,296,20
h64qugj_iDg,424379,2384,216
h4S9pqQmQQU,48362,1703,69
h3ec1yrSBUY,250530,11593,103
h0VOc4QgRO4,161823,1536,210
h0QIw3Sb4nA,757033,15858,134
h03jLiWIXVI,1856170,20498,599
h-VzA0rGbMg,17223,526,676
h-T61Wz_XD8,80273,1068,58
gzlZJQ4yY9Y,70522,1598,115
gzjD65c_8wU,291144,5291,97
gyhOTvC1v-A,520268,1153,2834
gxv7bb5gfMU,2270812,45458,1417
gw6jsVvlRY8,76573,3221,211
gw2lteB76fk,187143,250,33
gvxNaSIB_WI,6080011,62003,72011
gu_oI-6jmMc,82317,181,7
gsbDxCE0IaE,29324,645,22
grq5tON-Noc,414793,7033,217
grVmc_hi2qQ,49115,338,160
gr-WvA7uFDQ,377525,2411,85
gqXW-qIFovE,14904,382,19
gmU2Hq8AsYY,419728,2286,133
gmTaTk76Oas,85398,2810,147
glxULceEEjA,211865,3602,92
glkvyOXxVRE,28206,550,80
gl4QEuY4IeU,1062798,31009,9667
gl368oUtXmA,417011,3873,353
gkte9zzr12M,337048,1767,15
ghv3-lpFOcc,899915,26148,387
ghhlhlHicr8,39711,570,48
ghJkKclfpjY,262961,5491,99
ggqVsBekxew,429548,18057,130
gfr44G1KJmc,1874676,21580,588
gf9pE9EIllU,697317,13974,431
getvYflDK98,2407707,95809,1480
gbDreyrgygk,167589,2073,180
gaC9npDg-j0,59442,886,24
ga1m0wjzscU,1845460,16319,331
g_Ov159p_Tk,37238,908,87
gVpnxrcxff8,598158,3735,106
gVklNfuSdNg,219879,4390,2646
gT_WwvKlWHs,200667,357,61
gSgHA-P_Ya8,54898,637,15
gSgB0KYH8ew,153683,1550,370
gRycjPiqiNg,328276,2059,310
gR1V2kTEH7I,25579,436,8
gQJHvVoqi1A,240810,2803,182
gPtPs22gtOA,877938,26366,163
gM5poujKJ0U,9974,49,3
gL3KgfHnJwI,158886,1336,514
gJcxXUeurcg,20598,173,78
gJcdNAfRANQ,92483,1817,127
gELxjD42tNk,45643,551,122
gEB7ai8A7LY,29979,191,14
gE7tyEsC1wQ,138286,4808,91
gDf0kn-Bk9s,54969,669,224
gBabKoHSErI,3144500,11495,773
gAfv_PnPjY8,50006,1645,141
g5bx5DGr1o8,330338,4444,439
g5bLBiKY2DE,475735,25542,264
g5GRHlhBSDY,56493,925,63
g3cv82rN-ts,2192505,12417,660
g3IvVejktJE,978329,6804,354
g1zTsG6wn4Q,184885,773,30
g1u5uN7PlD8,521676,10121,186
g1BKgCXW92U,276065,3245,166
g-_HKOcYBK8,1280484,22353,6211
fzmM0AB60QQ,6826175,63053,2782
fyjgAyc2eV0,279935,2062,68
fwUWlxAQj-o,1750569,16057,402
fve7iaQQ-74,226994,5264,71
fu3TFib-JK4,7395879,152833,7212
fsR1QviHkEQ,13413,34,10
fqlUWWg6aYo,1066873,68908,195
fpoX2VjqSQQ,62983,918,28
fp_i7cnOgbQ,2715421,10203,716
fpE6Y5DT7kQ,683197,15884,185
fovQ5486_ek,82774,1129,80
foZPAgWbRwA,16546,295,165
fmw1ExWHx3k,400218,9840,145
fmMYbcAif_I,34701,959,83
fjWdwAg0n2o,91834,1164,205
fjFsSSB6oh8,178453,2531,104
fizytawjQ7o,246721,1257,122
fhlWTEOH2so,2328910,45729,14175
fhLcjYkJl1s,17037,131,11
fetqJPAAXVA,4972,29,0
fc8_spETMBY,213186,953,48
fbACKkAILIw,2403591,56259,405
faZZuhct7YY,207145,3381,168
faMfaNDWHe8,521384,9509,252
f_LpIydyVlk,324275,1204,61
fZgo1Fb0itE,15858,159,8
fWwL5bCpNc0,1209,92,129
fWCIfdXAtiw,553048,2538,69
fTwXWLd4tPk,391987,2755,5822
fTZXLIWECkg,52805,982,574
fQnC8SYCjvk,16403,155,41
fQlX317HyAI,989987,32776,191
fQTnZCgnjs4,729305,21529,184
fQQZzYCNnZg,394040,17025,102
fQM6t1oSQkE,31510,496,72
fMg_vK67ZjE,258612,3971,347
fMGjMzqxiT4,60702,288,61
fLw8at0VT1M,1804342,22924,557
fJOQZmGsywE,698548,4192,566
fG70KroYlik,895438,3870,247
fFet4sCdKw8,127807,1326,74
fFedbIjsM20,87234,339,104
fFWlCGgc-VE,67477,386,38
fE2oL5i13Us,337031,15302,71
fDSU0ehlLtE,173772,2555,83
fC5rB8IP_3g,718986,8309,1016
fBITGyJynfA,4539022,51316,1134
fB8qvx0HOlI,3516862,85137,3269
fAn8y8CJdD8,27948,346,342
f9OKL5no-S0,10418751,90091,4090
f85CFFiSj6E,210731,7812,142
f7dQrSD63YQ,42047,624,43
f6HWgSDzJ9g,197524,2157,33
f46ivuCahK4,968332,1985,359
f1knbJXKim8,51200,510,264
f-BEsrBseG4,104661,1446,11
ezqATqpUYUA,49301,508,41
ezYhWsqbc40,32115,841,45
eywXzzEWe3s,149795,7134,51
eyg8_HBfVB0,143263,2027,147
eyOkypzFfHo,3173248,81355,1590
exHTHiJ1sgA,12775,89,89
ewiQq9kaYRU,94753,1259,76
ewYhtg3mjTY,291345,1316,82
ew6DOmVH4l0,293192,55,8
evdxH50J3rs,523323,3362,133
evc3xvJb1gw,49464,643,162
ev8ibzq3vB8,266120,3060,154
eth7JUKVwok,1181242,2975,259
epMAq5WYJk4,725403,4514,112
epCvKyjH7g8,2774658,8491,1439
ep4bmXjneUM,55279,687,125
eoVjx5vpNu4,34134,1021,64
eoNO6yeKGis,508786,13372,325
en4ECRmZzqM,580478,6769,280
eifhyI9hc8Q,18850,184,43
eggOiXsTX9U,134524,1183,46
edDSkAFrd5Y,3910425,126048,794
ed4YKD7WWvE,73693,714,18
eb90gqGYP9c,5295508,127915,7655
eb2Ce6mj-iI,403344,6382,223
eat6MV1VsBA,1033595,20800,270
eaRoQH4Xn-s,599615,20862,361
e_5QUVvXjyM,639,61,56
eZB-WbSctwU,1344,7,2
eYFezrCkbAQ,1331296,6362,669
eXZ18mV60Gs,9628,99,49
eXWhaRSKP7Y,35021,158,32
eUQqeabxnNU,1816734,10553,9508
eQNLRPkO2ys,26287,229,8
eQ5EN0QJlKQ,4381368,145682,767
eORCaDh1UCI,133346,1446,94
eO7kJ0j4Qzw,624916,3535,207
eNijy6kYTt0,79791,817,39
eNEtyax1wH8,146418,1386,65
eLsMdN8G4KY,13974,252,37
eLQ0oYeza2k,186388,930,31
eI_LjETc_Ak,1175812,40886,377
eIGmCqq3grY,110074,1142,42
eIGGKSHMQOM,2561009,23926,749
eIBQaDlR0tA,1953504,19648,1307
eGPI-oSed_M,110393,668,102
eGC1cUyYXHo,208951,1389,44
eEHezmts9iM,639802,14049,118
eCDYrTi9BEs,95712,621,25
eAaIfaWEimo,33218,124,20
e9wZx_eSg4s,230095,2330,79
e8Y-BjPvHXw,48424,241,31
e8NzobAjBg8,49680,3086,45
e6nLXx2uHns,371083,12695,110
e5bE-8n0_5Q,509234,4230,456
e5N_Tq1EtRQ,1185789,10464,178
e4CquIQkHdg,155859,2407,59
e3fzrw7n-RI,168288,945,25
e3HuD9Ehb_0,2959229,66700,983
e2-nbOnu7BE,27605,336,75
e0LJNn-GcnY,2616954,45417,3267
dzt2pHWuIJc,50113,1103,274
dygAUib9MX4,4917,66,11
dyFrBC1rAcg,2814803,7665,287
dwY5_c4jnTo,98442,1778,77
duwma9IcYZ0,33886,311,83
doM0fsL7840,559366,5340,312
doFpACkiZ2Q,1218764,5739,1599
do99iDsfnJY,780663,13208,422
dnMloFAWcbE,109786,3160,345
dm_OElZ6Yy0,19390,401,493
dl9ygSy1Xmo,130978,1409,29
dkzmZJIvqE4,74939,398,42
djCVZsIgdq4,25874,48,21
di6emt8_ie8,452708,5624,94
dhXRx_lva18,1551986,21486,613
dh3-6Q9v8hM,373068,6327,217
deNLpgTMYjA,287112,2350,445
de9qK0_xynM,3569,104,3
de50trNEvf8,662587,592,217
ddRZzjQE-Dw,149573,1279,591
dbKZlSwAS3M,836315,11928,810
dasSmCKNlRE,360601,3306,49
d_opic3C4ac,399964,5959,351
d_TsBCCz1CY,158218,667,53
dZoMgN0zRSI,64410,697,99
dXaYQhs2fYA,1838876,48080,3479
dXDebmErur0,63543,410,83
dXDPCuFNhs4,16246,291,12
dWlSAws-4hg,860207,9248,147
dVTO8tCg39Y,5657,61,2
dU3FSX3JjYw,895264,6518,279
dTCWOn5sYZA,1137672,49863,532
dRqfFmMgWfI,394788,1220,287
dQZPp5ED1VI,1319525,11816,1406
dQMinvdSMrM,607789,12307,422
dOHeXbbgoJk,162402,430,91
dOHY2qsA_tM,186752,961,38
dNRaFuN2aKg,237172,6443,64
dNNp9BPLr24,329125,5558,58
dNF6sVurAuI,475732,5819,2596
dMgElg_aEuI,839663,4769,190
dM0krSvAQuw,308800,4102,266
dKOs-2bKOGc,103937,608,61
dIlSTShDr_o,11537,184,47
dFSkS2WeClo,905697,17341,273
dDigwI6W8RA,91580,2087,57
dC63JhyigtY,65656,2956,45
d9koX54vkRs,605221,7966,556
d9QVGtYEOPA,73655,1234,14
d8dLwiT2KOo,2785923,86941,930
d7QDWEe3xv4,102,28,6
d7E3F0Vt2rE,48402,1062,245
d6GmR4esVoA,716186,9313,344
d50j1H9pK1c,18690,430,127
d431SqslxRI,32449,561,85
d3yTgcKhHqU,472451,3421,150
d3vjT0mqSC4,499634,5124,576
d2sJNee7FQ4,4250426,39722,1309
d1nZJAC6GFg,53167,2151,38
d1Fe3mInaTI,476267,5518,163
d-WrAX7MHhQ,118618,1874,40
d-NCySETRIc,988518,9426,230
cyslyHkAs1g,494862,6382,130
cv4R1GxRMPQ,543577,28812,203
ctbIDONmVrY,87989,1738,82
ctM8zpe3BHo,3838177,15183,939
ctBVhyZxXYY,1569015,8870,1535
cs2mKXqQUOY,334041,14213,196
cr0KZ2EVG7w,1016269,37748,159
cqNcPDBgyOM,223556,959,32
cq7eh8UKFd0,19532,174,22
cow52dq0taM,102423,1306,102
coG5LwaHp3c,2020434,27935,1042
co94cBf1qeU,143013,1443,15
cnam4K4GcMY,84467,3170,103
cmie3n4mKgE,13976,406,176
cmD_H65tCNE,9666,340,498
ckDoBBaVNpw,28500,543,47
ciMCLXCYtJ0,89101,2873,60
cfEssphtQfg,104862,1131,31
ccoFvMilqLk,16539,60,34
cZ5AmFo4vbY,659213,8057,158
cYNGDUIBUhE,1941802,107178,613
cX7DKENY98U,207686,1821,49
cX3iqPPisRM,19550,309,13
cWgurp4BfF0,40838,662,38
cUQ4DUMcktk,124955,1715,30
cUM75m-6bt0,15562,227,6
cTlHQiRNVl0,1895175,36857,1135
cT_Snaphq0Y,19102,182,13
cTWcF2F9-qQ,74227,1254,158
cTW0fUlW42I,66452,776,48
cTQ3Ko9ZKg8,399312,6317,114
cSqi-8kAMmM,22666318,518586,74637
cRYKd8GWB9A,316470,4352,120
cO0JsSYTFzQ,429850,4570,268
cMtrmDhI1LQ,586583,12983,734
cLh1D0uKOUY,23719,225,34
cKMMpCuK3bA,1024339,29442,166
cKHdtzMH6gY,128372,1782,81
cIKecSNhRv8,1028224,7681,130
cH4mYC91omg,12038722,62609,5235
cFWa0siiVb8,546016,2747,205
cFPZ5bsMTSA,1487824,48944,614
cEsiSNH2_yU,155250,2375,57
cEqiciinXaI,69722,1297,77
cBq_XKWGCu0,81739,541,11
cB0fz5Q332k,245757,3802,242
cAowbM5a58Q,659614,3064,147
cAOq38rVGbE,80585,723,173
c9i-YSNnlzs,209337,1245,457
c8eYPDmpyd4,1210799,19938,366
c7pJZP8l9aY,1169866,217,18
c44cNsKNIP0,1383645,24556,230
c3aIdhWe8NE,472515,5879,65
c2r3sF9vAGs,771605,9696,300
c2U6diYTnxA,244758,2429,106
c2SfijID-BI,2964842,46334,2370
c1INUWDiCy4,272735,83,31
c0GXhS6kr1w,266449,5654,88
c078AVNTjM4,1092814,33516,423
c-b2HXpbg7U,1205235,17130,801
c-_SiC10Tis,132770,2782,53
c-9XFyZv7ks,240229,3224,146
bzRjfA_9Akw,1703728,3771,551
bz5zMMltR7E,438119,6045,140
byzi6iCWaC0,118201,1970,38
byHpC7gdIwk,8675,156,8
bwZiodYwXoc,433221,2597,114
bviSgFtx6Ho,15394,121,13
btSDddn1Vew,577526,24268,199
bsLwEcAv62Q,1714198,35234,504
bpcumpX5oMU,74274,1277,46
bpUpNv9uNSI,223044,1222,360
bpD3hkdqJkE,155710,3136,82
bnBM2Zd54cw,3738522,165936,1270
bjU2uSod-ow,297081,7088,91
biEnixzD7r8,136522,2677,120
bhk6QJDMIDo,27402,1034,181
bh8wVvRh0HE,266669,8615,263
bgKEoHNi3Uc,4291557,52789,1624
bgDfLnUyksY,47546,1039,45
bdpYpulGCKc,4947610,112700,5197
bdmXgt7uE_Q,256114,1499,55
bd02r6CrkZU,602831,886,65
bcR85-q4Dek,96900,894,116
bbRBOq8jajg,2138673,18884,1501
